"id","is_oreb","team","opponent","conference","opp_conference"
"2292-13",0,"Michigan","Maryland","BigTen","BigTen"
"2293-1",0,"Ohio","Toledo","Mid American","Mid American"
"2294-1",0,"Ohio St.","Purdue","BigTen","BigTen"
"2294-2",0,"Ohio St.","Purdue","BigTen","BigTen"
"2294-4",0,"Ohio St.","Purdue","BigTen","BigTen"
"2295-1",1,"Oregon St.","Oregon","PAC 12","PAC 12"
"2295-3",1,"Oregon","Oregon St.","PAC 12","PAC 12"
"2295-4",1,"Oregon St.","Oregon","PAC 12","PAC 12"
"2295-7",0,"Oregon","Oregon St.","PAC 12","PAC 12"
"2295-8",0,"Oregon","Oregon St.","PAC 12","PAC 12"
"2296-1",0,"Western Kentucky","UAB","Conference USA","Conference USA"
"2296-2",0,"Western Kentucky","UAB","Conference USA","Conference USA"
"2296-3",0,"Western Kentucky","UAB","Conference USA","Conference USA"
"2297-2",1,"UC Santa Barbara","UC Davis","BigWest","BigWest"
"2297-3",0,"UC Santa Barbara","UC Davis","BigWest","BigWest"
"2298-1",1,"Tennessee","Alabama","SEC","SEC"
"2298-4",1,"Tennessee","Alabama","SEC","SEC"
"2298-5",0,"Tennessee","Alabama","SEC","SEC"
"2298-6",0,"Tennessee","Alabama","SEC","SEC"
"2298-7",1,"Alabama","Tennessee","SEC","SEC"
"2298-8",1,"Alabama","Tennessee","SEC","SEC"
"2298-9",0,"Tennessee","Alabama","SEC","SEC"
"2298-10",0,"Tennessee","Alabama","SEC","SEC"
"2298-12",0,"Alabama","Tennessee","SEC","SEC"
"2298-15",0,"Alabama","Tennessee","SEC","SEC"
"2298-16",1,"Alabama","Tennessee","SEC","SEC"
"2298-17",0,"Alabama","Tennessee","SEC","SEC"
"2298-18",0,"Tennessee","Alabama","SEC","SEC"
"2298-19",0,"Tennessee","Alabama","SEC","SEC"
"2298-20",1,"Tennessee","Alabama","SEC","SEC"
"2298-21",0,"Tennessee","Alabama","SEC","SEC"
"2298-22",0,"Tennessee","Alabama","SEC","SEC"
"2298-24",0,"Tennessee","Alabama","SEC","SEC"
"2298-25",0,"Tennessee","Alabama","SEC","SEC"
"2299-1",0,"LSU","Arkansas","SEC","SEC"
"2299-3",0,"Arkansas","LSU","SEC","SEC"
"2299-4",1,"LSU","Arkansas","SEC","SEC"
"2299-5",1,"Arkansas","LSU","SEC","SEC"
"2299-6",0,"LSU","Arkansas","SEC","SEC"
"2299-10",0,"Arkansas","LSU","SEC","SEC"
"2299-11",0,"Arkansas","LSU","SEC","SEC"
"2299-14",0,"LSU","Arkansas","SEC","SEC"
"2299-15",1,"LSU","Arkansas","SEC","SEC"
"2299-16",0,"LSU","Arkansas","SEC","SEC"
"2299-18",1,"Arkansas","LSU","SEC","SEC"
"2299-19",0,"LSU","Arkansas","SEC","SEC"
"2300-3",0,"Ohio","Buffalo","Mid American","Mid American"
"2300-4",0,"Ohio","Buffalo","Mid American","Mid American"
"2301-1",0,"Oregon St.","Colorado","PAC 12","PAC 12"
"2301-4",1,"Colorado","Oregon St.","PAC 12","PAC 12"
"2301-5",0,"Colorado","Oregon St.","PAC 12","PAC 12"
"2301-6",0,"Colorado","Oregon St.","PAC 12","PAC 12"
"2301-7",1,"Oregon St.","Colorado","PAC 12","PAC 12"
"2301-8",0,"Colorado","Oregon St.","PAC 12","PAC 12"
"2301-9",0,"Oregon St.","Colorado","PAC 12","PAC 12"
"2302-1",0,"Colorado St.","Utah St.","MWC","MWC"
"2303-1",0,"Georgetown","Creighton","BigEast","BigEast"
"2303-2",0,"Georgetown","Creighton","BigEast","BigEast"
"2303-3",0,"Creighton","Georgetown","BigEast","BigEast"
"2303-4",0,"Creighton","Georgetown","BigEast","BigEast"
"2303-8",1,"Creighton","Georgetown","BigEast","BigEast"
"2303-9",0,"Creighton","Georgetown","BigEast","BigEast"
"2304-1",1,"Georgia Tech","Florida St.","ACC","ACC"
"2304-2",1,"Florida St.","Georgia Tech","ACC","ACC"
"2304-3",0,"Georgia Tech","Florida St.","ACC","ACC"
"2304-4",1,"Georgia Tech","Florida St.","ACC","ACC"
"2304-5",0,"Georgia Tech","Florida St.","ACC","ACC"
"2304-7",1,"Georgia Tech","Florida St.","ACC","ACC"
"2304-8",0,"Georgia Tech","Florida St.","ACC","ACC"
"2304-9",1,"Florida St.","Georgia Tech","ACC","ACC"
"2304-10",0,"Georgia Tech","Florida St.","ACC","ACC"
"2304-11",1,"Georgia Tech","Florida St.","ACC","ACC"
"2304-12",1,"Florida St.","Georgia Tech","ACC","ACC"
"2304-13",0,"Georgia Tech","Florida St.","ACC","ACC"
"2305-2",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2305-4",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2305-5",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2305-6",1,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2306-1",0,"Iowa","Illinois","BigTen","BigTen"
"2306-2",0,"Illinois","Iowa","BigTen","BigTen"
"2306-4",0,"Iowa","Illinois","BigTen","BigTen"
"2306-7",0,"Illinois","Iowa","BigTen","BigTen"
"2306-8",1,"Iowa","Illinois","BigTen","BigTen"
"2306-10",0,"Illinois","Iowa","BigTen","BigTen"
"2307-1",1,"Ohio St.","Michigan","BigTen","BigTen"
"2307-2",0,"Ohio St.","Michigan","BigTen","BigTen"
"2307-5",1,"Michigan","Ohio St.","BigTen","BigTen"
"2307-6",0,"Michigan","Ohio St.","BigTen","BigTen"
"2307-8",0,"Ohio St.","Michigan","BigTen","BigTen"
"2307-9",1,"Ohio St.","Michigan","BigTen","BigTen"
"2307-10",0,"Ohio St.","Michigan","BigTen","BigTen"
"2308-2",0,"Western Kentucky","North Texas","Conference USA","Conference USA"
"2308-3",1,"Western Kentucky","North Texas","Conference USA","Conference USA"
"2308-4",0,"Western Kentucky","North Texas","Conference USA","Conference USA"
"2308-5",1,"Western Kentucky","North Texas","Conference USA","Conference USA"
"2309-2",0,"Oklahoma St.","Texas","Big 12","Big 12"
"2309-6",0,"Texas","Oklahoma St.","Big 12","Big 12"
"2309-7",0,"Oklahoma St.","Texas","Big 12","Big 12"
"2309-8",0,"Oklahoma St.","Texas","Big 12","Big 12"
"2309-10",0,"Oklahoma St.","Texas","Big 12","Big 12"
"2309-11",0,"Oklahoma St.","Texas","Big 12","Big 12"
"2310-1",0,"UC Santa Barbara","UC Irvine","BigWest","BigWest"
"2311-1",0,"LSU","Alabama","SEC","SEC"
"2311-2",0,"Alabama","LSU","SEC","SEC"
"2311-3",0,"Alabama","LSU","SEC","SEC"
"2311-5",1,"Alabama","LSU","SEC","SEC"
"2311-6",1,"Alabama","LSU","SEC","SEC"
"2311-7",0,"Alabama","LSU","SEC","SEC"
"2311-10",1,"Alabama","LSU","SEC","SEC"
"2311-12",0,"LSU","Alabama","SEC","SEC"
"2311-13",1,"LSU","Alabama","SEC","SEC"
"2311-14",0,"LSU","Alabama","SEC","SEC"
"2311-15",0,"LSU","Alabama","SEC","SEC"
"2311-16",0,"Alabama","LSU","SEC","SEC"
"2311-17",0,"Alabama","LSU","SEC","SEC"
"2311-18",1,"Alabama","LSU","SEC","SEC"
"2311-20",1,"Alabama","LSU","SEC","SEC"
"2311-21",0,"LSU","Alabama","SEC","SEC"
"2311-22",1,"LSU","Alabama","SEC","SEC"
"2311-23",0,"Alabama","LSU","SEC","SEC"
"2311-24",0,"Alabama","LSU","SEC","SEC"
"2312-1",0,"Houston","Cincinnati","American Athletic Conference","American Athletic Conference"
"2313-1",0,"Ohio St.","Illinois","BigTen","BigTen"
"2313-2",1,"Illinois","Ohio St.","BigTen","BigTen"
"2313-3",0,"Ohio St.","Illinois","BigTen","BigTen"
"2313-5",0,"Ohio St.","Illinois","BigTen","BigTen"
"2313-6",0,"Ohio St.","Illinois","BigTen","BigTen"
"2313-7",0,"Ohio St.","Illinois","BigTen","BigTen"
"2313-8",0,"Illinois","Ohio St.","BigTen","BigTen"
"2313-9",0,"Illinois","Ohio St.","BigTen","BigTen"
"2314-1",0,"VCU","St. Bonaventure","Atlantic 10","Atlantic 10"
"2314-2",0,"VCU","St. Bonaventure","Atlantic 10","Atlantic 10"
"2314-3",0,"VCU","St. Bonaventure","Atlantic 10","Atlantic 10"
"2314-4",0,"VCU","St. Bonaventure","Atlantic 10","Atlantic 10"
"2315-1",1,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2315-2",0,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2315-3",1,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2315-5",0,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2315-7",0,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2315-8",0,"Western Kentucky","Saint Mary's","Conference USA","WestCoast"
"2316-3",1,"Boise St.","SMU","MWC","American Athletic Conference"
"2316-4",0,"Boise St.","SMU","MWC","American Athletic Conference"
"2317-1",0,"Arkansas","Colgate","SEC","Patriot League"
"2317-2",0,"Arkansas","Colgate","SEC","Patriot League"
"2317-3",0,"Arkansas","Colgate","SEC","Patriot League"
"2317-4",0,"Arkansas","Colgate","SEC","Patriot League"
"2318-1",0,"Baylor","Hartford","Big 12","American East"
"2318-4",0,"Baylor","Hartford","Big 12","American East"
"2318-5",1,"Baylor","Hartford","Big 12","American East"
"2318-6",0,"Baylor","Hartford","Big 12","American East"
"2318-7",0,"Baylor","Hartford","Big 12","American East"
"2318-8",0,"Baylor","Hartford","Big 12","American East"
"2318-9",1,"Baylor","Hartford","Big 12","American East"
"2318-10",0,"Baylor","Hartford","Big 12","American East"
"2318-11",0,"Baylor","Hartford","Big 12","American East"
"2318-14",1,"Baylor","Hartford","Big 12","American East"
"2318-15",1,"Baylor","Hartford","Big 12","American East"
"2319-2",1,"Clemson","Rutgers","ACC","BigTen"
"2320-1",1,"Houston","Cleveland St.","American Athletic Conference","Horizon"
"2320-2",1,"Houston","Cleveland St.","American Athletic Conference","Horizon"
"2320-3",0,"Houston","Cleveland St.","American Athletic Conference","Horizon"
"2321-1",0,"Illinois","Drexel","BigTen","Colonial"
"2321-2",0,"Illinois","Drexel","BigTen","Colonial"
"2321-3",0,"Illinois","Drexel","BigTen","Colonial"
"2321-4",0,"Illinois","Drexel","BigTen","Colonial"
"2321-5",0,"Illinois","Drexel","BigTen","Colonial"
"2321-6",0,"Illinois","Drexel","BigTen","Colonial"
"2322-1",0,"Florida","Virginia Tech","SEC","ACC"
"2322-2",0,"Florida","Virginia Tech","SEC","ACC"
"2322-3",0,"Florida","Virginia Tech","SEC","ACC"
"2322-5",0,"Florida","Virginia Tech","SEC","ACC"
"2323-1",0,"Georgia Tech","Loyola Chicago","ACC","MVC"
"2323-2",0,"Georgia Tech","Loyola Chicago","ACC","MVC"
"2324-1",0,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2324-3",0,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2324-4",1,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2324-5",0,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2324-6",1,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2324-7",1,"Oklahoma St.","Liberty","Big 12","Atlantic Sun"
"2325-1",0,"Ohio St.","Oral Roberts","BigTen","Summit League"
"2325-2",0,"Ohio St.","Oral Roberts","BigTen","Summit League"
"2325-3",1,"Ohio St.","Oral Roberts","BigTen","Summit League"
"2325-5",0,"Ohio St.","Oral Roberts","BigTen","Summit League"
"2326-1",1,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-2",1,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-3",0,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-4",0,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-5",0,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-7",0,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-9",1,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-13",1,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-15",0,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-16",0,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-17",1,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-18",0,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-19",0,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-20",0,"Oregon St.","Tennessee","PAC 12","SEC"
"2326-21",1,"Tennessee","Oregon St.","SEC","PAC 12"
"2326-22",0,"Tennessee","Oregon St.","SEC","PAC 12"
"2327-2",0,"Texas Tech","Utah St.","Big 12","MWC"
"2327-6",0,"Texas Tech","Utah St.","Big 12","MWC"
"2327-7",0,"Texas Tech","Utah St.","Big 12","MWC"
"2327-8",0,"Texas Tech","Utah St.","Big 12","MWC"
"2328-1",0,"Texas","Abilene Christian","Big 12","SouthLand"
"2329-2",1,"Alabama","Iona","SEC","MAAC"
"2329-5",0,"Alabama","Iona","SEC","MAAC"
"2329-6",1,"Alabama","Iona","SEC","MAAC"
"2329-8",0,"Alabama","Iona","SEC","MAAC"
"2329-9",0,"Alabama","Iona","SEC","MAAC"
"2330-1",1,"BYU","UCLA","WestCoast","PAC 12"
"2331-1",0,"Colorado","Georgetown","PAC 12","BigEast"
"2331-2",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-3",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-4",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-5",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-7",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-8",0,"Georgetown","Colorado","BigEast","PAC 12"
"2331-9",0,"Georgetown","Colorado","BigEast","PAC 12"
"2332-3",0,"Maryland","Connecticut","BigTen","BigEast"
"2332-4",1,"Connecticut","Maryland","BigEast","BigTen"
"2332-5",1,"Connecticut","Maryland","BigEast","BigTen"
"2332-8",1,"Connecticut","Maryland","BigEast","BigTen"
"2332-9",0,"Connecticut","Maryland","BigEast","BigTen"
"2333-1",0,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2333-3",1,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2333-4",0,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2333-5",0,"UC Santa Barbara","Creighton","BigWest","BigEast"
"2333-6",0,"UC Santa Barbara","Creighton","BigWest","BigEast"
"2333-7",0,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2333-8",1,"UC Santa Barbara","Creighton","BigWest","BigEast"
"2333-9",0,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2333-11",0,"Creighton","UC Santa Barbara","BigEast","BigWest"
"2334-1",0,"USC","Drake","PAC 12","MVC"
"2334-2",0,"USC","Drake","PAC 12","MVC"
"2334-3",0,"USC","Drake","PAC 12","MVC"
"2334-4",1,"USC","Drake","PAC 12","MVC"
"2335-1",1,"Florida St.","UNC Greensboro","ACC","Southern"
"2336-1",0,"Gonzaga","Norfolk St.","WestCoast","MEAC"
"2336-2",0,"Gonzaga","Norfolk St.","WestCoast","MEAC"
"2336-5",0,"Gonzaga","Norfolk St.","WestCoast","MEAC"
"2336-9",0,"Gonzaga","Norfolk St.","WestCoast","MEAC"
"2337-1",0,"Iowa","Grand Canyon","BigTen","WAC"
"2337-2",0,"Iowa","Grand Canyon","BigTen","WAC"
"2337-3",0,"Iowa","Grand Canyon","BigTen","WAC"
"2338-2",0,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-3",1,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-4",1,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-5",1,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-6",1,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-10",1,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2338-11",0,"LSU","St. Bonaventure","SEC","Atlantic 10"
"2339-1",1,"Michigan","Texas Southern","BigTen","SWAC"
"2339-2",1,"Michigan","Texas Southern","BigTen","SWAC"
"2339-3",0,"Michigan","Texas Southern","BigTen","SWAC"
"2340-2",0,"Oklahoma","Missouri","Big 12","SEC"
"2340-3",0,"Oklahoma","Missouri","Big 12","SEC"
"2340-4",0,"Oklahoma","Missouri","Big 12","SEC"
"2340-5",0,"Oklahoma","Missouri","Big 12","SEC"
"2340-7",1,"Oklahoma","Missouri","Big 12","SEC"
"2341-1",0,"Virginia","Ohio","ACC","Mid American"
"2341-2",0,"Virginia","Ohio","ACC","Mid American"
"2341-3",1,"Virginia","Ohio","ACC","Mid American"
"2341-4",0,"Virginia","Ohio","ACC","Mid American"
"2341-5",0,"Ohio","Virginia","Mid American","ACC"
"2341-7",0,"Ohio","Virginia","Mid American","ACC"
"2341-9",0,"Virginia","Ohio","ACC","Mid American"
"2341-10",0,"Virginia","Ohio","ACC","Mid American"
"2341-11",0,"Virginia","Ohio","ACC","Mid American"
"2341-12",1,"Virginia","Ohio","ACC","Mid American"
"2341-14",0,"Virginia","Ohio","ACC","Mid American"
"2341-16",0,"Virginia","Ohio","ACC","Mid American"
"2341-17",1,"Virginia","Ohio","ACC","Mid American"
"2342-1",0,"Arkansas","Texas Tech","SEC","Big 12"
"2342-2",1,"Texas Tech","Arkansas","Big 12","SEC"
"2342-4",1,"Texas Tech","Arkansas","Big 12","SEC"
"2342-5",0,"Arkansas","Texas Tech","SEC","Big 12"
"2343-1",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-2",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-3",1,"Baylor","Wisconsin","Big 12","BigTen"
"2343-6",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-7",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-8",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-9",0,"Baylor","Wisconsin","Big 12","BigTen"
"2343-11",1,"Baylor","Wisconsin","Big 12","BigTen"
"2343-12",0,"Baylor","Wisconsin","Big 12","BigTen"
"2344-1",1,"Florida","Oral Roberts","SEC","Summit League"
"2344-2",0,"Florida","Oral Roberts","SEC","Summit League"
"2344-4",0,"Florida","Oral Roberts","SEC","Summit League"
"2344-6",1,"Florida","Oral Roberts","SEC","Summit League"
"2344-7",1,"Florida","Oral Roberts","SEC","Summit League"
"2345-1",1,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-2",0,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-4",0,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-6",0,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-8",0,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-9",1,"Houston","Rutgers","American Athletic Conference","BigTen"
"2345-10",1,"Houston","Rutgers","American Athletic Conference","BigTen"
"2346-1",0,"Illinois","Loyola Chicago","BigTen","MVC"
"2346-2",0,"Illinois","Loyola Chicago","BigTen","MVC"
"2346-3",0,"Illinois","Loyola Chicago","BigTen","MVC"
"2346-4",0,"Illinois","Loyola Chicago","BigTen","MVC"
"2346-5",0,"Illinois","Loyola Chicago","BigTen","MVC"
"2347-3",0,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-4",0,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-5",0,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-7",1,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-8",1,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-9",1,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-11",0,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2347-12",0,"Oklahoma St.","Oregon St.","Big 12","PAC 12"
"2349-1",0,"Maryland","Alabama","BigTen","SEC"
"2349-2",1,"Alabama","Maryland","SEC","BigTen"
"2349-3",0,"Alabama","Maryland","SEC","BigTen"
"2349-4",0,"Maryland","Alabama","BigTen","SEC"
"2349-5",0,"Maryland","Alabama","BigTen","SEC"
"2349-6",0,"Maryland","Alabama","BigTen","SEC"
"2349-8",0,"Alabama","Maryland","SEC","BigTen"
"2349-9",0,"Alabama","Maryland","SEC","BigTen"
"2349-10",0,"Alabama","Maryland","SEC","BigTen"
"2349-12",0,"Maryland","Alabama","BigTen","SEC"
"2350-1",1,"Colorado","Florida St.","PAC 12","ACC"
"2350-2",0,"Colorado","Florida St.","PAC 12","ACC"
"2350-3",1,"Colorado","Florida St.","PAC 12","ACC"
"2350-4",0,"Colorado","Florida St.","PAC 12","ACC"
"2350-5",0,"Colorado","Florida St.","PAC 12","ACC"
"2350-6",1,"Colorado","Florida St.","PAC 12","ACC"
"2350-7",1,"Colorado","Florida St.","PAC 12","ACC"
"2351-1",0,"Ohio","Creighton","Mid American","BigEast"
"2351-3",0,"Creighton","Ohio","BigEast","Mid American"
"2351-4",1,"Creighton","Ohio","BigEast","Mid American"
"2351-6",0,"Creighton","Ohio","BigEast","Mid American"
"2351-8",0,"Creighton","Ohio","BigEast","Mid American"
"2351-9",0,"Creighton","Ohio","BigEast","Mid American"
"2351-10",0,"Ohio","Creighton","Mid American","BigEast"
"2351-11",0,"Creighton","Ohio","BigEast","Mid American"
"2351-12",1,"Creighton","Ohio","BigEast","Mid American"
"2351-14",0,"Creighton","Ohio","BigEast","Mid American"
"2352-1",0,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2352-5",0,"Oklahoma","Gonzaga","Big 12","WestCoast"
"2352-6",0,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2352-9",0,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2352-10",1,"Oklahoma","Gonzaga","Big 12","WestCoast"
"2352-12",0,"Oklahoma","Gonzaga","Big 12","WestCoast"
"2352-13",1,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2352-14",1,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2352-15",1,"Gonzaga","Oklahoma","WestCoast","Big 12"
"2353-1",0,"Oregon","Iowa","PAC 12","BigTen"
"2353-2",0,"Iowa","Oregon","BigTen","PAC 12"
"2353-4",0,"Iowa","Oregon","BigTen","PAC 12"
"2353-5",0,"Iowa","Oregon","BigTen","PAC 12"
"2354-1",0,"Kansas","USC","Big 12","PAC 12"
"2355-1",0,"Pepperdine","Longwood","WestCoast","BigSouth"
"2355-2",1,"Pepperdine","Longwood","WestCoast","BigSouth"
"2355-3",1,"Pepperdine","Longwood","WestCoast","BigSouth"
"2356-1",0,"LSU","Michigan","SEC","BigTen"
"2356-4",1,"Michigan","LSU","BigTen","SEC"
"2356-5",0,"LSU","Michigan","SEC","BigTen"
"2356-6",0,"LSU","Michigan","SEC","BigTen"
"2356-11",1,"LSU","Michigan","SEC","BigTen"
"2356-13",0,"LSU","Michigan","SEC","BigTen"
"2356-14",0,"LSU","Michigan","SEC","BigTen"
"2356-15",1,"Michigan","LSU","BigTen","SEC"
"2356-16",0,"LSU","Michigan","SEC","BigTen"
"2356-17",1,"LSU","Michigan","SEC","BigTen"
"2356-18",0,"LSU","Michigan","SEC","BigTen"
"2357-2",0,"Pepperdine","Bellarmine","WestCoast","Atlantic Sun"
"2357-3",0,"Pepperdine","Bellarmine","WestCoast","Atlantic Sun"
"2357-4",1,"Pepperdine","Bellarmine","WestCoast","Atlantic Sun"
"2358-1",0,"Pepperdine","Coastal Carolina","WestCoast","SunBelt"
"2359-1",1,"Boise St.","Memphis","MWC","American Athletic Conference"
"2359-2",0,"Boise St.","Memphis","MWC","American Athletic Conference"
"2359-3",0,"Boise St.","Memphis","MWC","American Athletic Conference"
"2359-4",0,"Boise St.","Memphis","MWC","American Athletic Conference"
"2359-5",0,"Boise St.","Memphis","MWC","American Athletic Conference"
"2360-1",0,"Western Kentucky","Louisiana Tech","Conference USA","Conference USA"
"2360-2",0,"Western Kentucky","Louisiana Tech","Conference USA","Conference USA"
"2360-3",1,"Western Kentucky","Louisiana Tech","Conference USA","Conference USA"
"2360-4",0,"Western Kentucky","Louisiana Tech","Conference USA","Conference USA"
"2361-2",0,"Arkansas","Oral Roberts","SEC","Summit League"
"2361-3",0,"Arkansas","Oral Roberts","SEC","Summit League"
"2361-4",0,"Arkansas","Oral Roberts","SEC","Summit League"
"2361-7",1,"Arkansas","Oral Roberts","SEC","Summit League"
"2361-8",1,"Arkansas","Oral Roberts","SEC","Summit League"
"2361-9",1,"Arkansas","Oral Roberts","SEC","Summit League"
"2362-1",0,"Baylor","Villanova","Big 12","BigEast"
"2362-3",1,"Baylor","Villanova","Big 12","BigEast"
"2362-4",0,"Baylor","Villanova","Big 12","BigEast"
"2362-6",0,"Baylor","Villanova","Big 12","BigEast"
"2362-7",1,"Baylor","Villanova","Big 12","BigEast"
"2362-8",0,"Baylor","Villanova","Big 12","BigEast"
"2362-9",1,"Baylor","Villanova","Big 12","BigEast"
"2362-11",0,"Baylor","Villanova","Big 12","BigEast"
"2362-12",0,"Baylor","Villanova","Big 12","BigEast"
"2362-13",0,"Baylor","Villanova","Big 12","BigEast"
"2362-14",0,"Baylor","Villanova","Big 12","BigEast"
"2362-15",0,"Baylor","Villanova","Big 12","BigEast"
"2363-3",0,"Houston","Syracuse","American Athletic Conference","ACC"
"2363-5",0,"Houston","Syracuse","American Athletic Conference","ACC"
"2364-4",1,"Oregon St.","Loyola Chicago","PAC 12","MVC"
"2364-5",0,"Oregon St.","Loyola Chicago","PAC 12","MVC"
"2365-1",0,"Alabama","UCLA","SEC","PAC 12"
